event_id,session_id,user_id,event_time,event_name,page_name
EVT000029,SES00006,USER0002,2025-04-26 09:22:58,activation_completed,/signup
EVT000030,SES00007,USER0002,2025-05-11 16:35:16,page_view,/blog
EVT000031,SES00007,USER0002,2025-05-11 16:40:16,signup_started,/blog
EVT000032,SES00007,USER0002,2025-05-11 16:43:16,signup_completed,/blog
EVT000033,SES00007,USER0002,2025-05-11 16:38:16,activation_completed,/blog
EVT000034,SES00008,USER0002,2025-05-12 08:56:07,page_view,/signup
EVT000035,SES00008,USER0002,2025-05-12 09:00:07,view_pricing,/signup
EVT000036,SES00008,USER0002,2025-05-12 09:06:07,signup_started,/signup
EVT000037,SES00008,USER0002,2025-05-12 09:08:07,signup_completed,/signup
EVT000038,SES00008,USER0002,2025-05-12 09:16:07,activation_completed,/signup
EVT000039,SES00009,USER0002,2025-04-26 16:56:00,page_view,/signup
EVT000040,SES00009,USER0002,2025-04-26 16:57:00,signup_started,/signup
EVT000041,SES00009,USER0002,2025-04-26 17:02:00,signup_completed,/signup
EVT000042,SES00009,USER0002,2025-04-26 17:08:00,activation_completed,/signup
EVT000043,SES00010,USER0003,2025-05-08 09:56:40,page_view,/signup
EVT000044,SES00010,USER0003,2025-05-08 09:58:40,view_pricing,/signup
EVT000045,SES00011,USER0003,2025-04-20 20:11:34,page_view,/home
EVT000046,SES00011,USER0003,2025-04-20 20:12:34,view_pricing,/home
EVT000047,SES00012,USER0003,2025-04-12 22:24:56,page_view,/pricing
EVT000048,SES00012,USER0003,2025-04-12 22:25:56,view_pricing,/pricing
EVT000049,SES00013,USER0003,2025-04-11 19:32:52,page_view,/demo
EVT000050,SES00014,USER0003,2025-04-30 15:36:10,page_view,/demo
EVT000051,SES00015,USER0004,2024-08-07 11:15:04,page_view,/home
EVT000052,SES00015,USER0004,2024-08-07 11:16:04,view_pricing,/home
EVT000053,SES00015,USER0004,2024-08-07 11:19:04,signup_started,/home
EVT000054,SES00015,USER0004,2024-08-07 11:18:04,signup_completed,/home
EVT000055,SES00015,USER0004,2024-08-07 11:19:04,activation_completed,/home
EVT000056,SES00016,USER0004,2024-08-31 13:05:32,page_view,/features
EVT000057,SES00016,USER0004,2024-08-31 13:10:32,view_pricing,/features
EVT000058,SES00016,USER0004,2024-08-31 13:13:32,signup_started,/features
EVT000059,SES00016,USER0004,2024-08-31 13:11:32,signup_completed,/features
EVT000060,SES00016,USER0004,2024-08-31 13:21:32,activation_completed,/features
EVT000061,SES00017,USER0004,2024-08-29 14:13:06,page_view,/signup
EVT000062,SES00017,USER0004,2024-08-29 14:14:06,view_pricing,/signup
EVT000063,SES00017,USER0004,2024-08-29 14:15:06,signup_started,/signup
EVT000064,SES00017,USER0004,2024-08-29 14:25:06,signup_completed,/signup
EVT000065,SES00017,USER0004,2024-08-29 14:25:06,activation_completed,/signup
EVT000066,SES00018,USER0004,2024-08-29 21:07:15,page_view,/pricing
EVT000067,SES00018,USER0004,2024-08-29 21:09:15,view_pricing,/pricing
EVT000068,SES00018,USER0004,2024-08-29 21:09:15,signup_started,/pricing
EVT000069,SES00018,USER0004,2024-08-29 21:19:15,signup_completed,/pricing
EVT000070,SES00018,USER0004,2024-08-29 21:27:15,activation_completed,/pricing
EVT000071,SES00019,USER0005,2024-02-26 14:32:30,page_view,/blog
EVT000072,SES00020,USER0005,2024-03-04 08:25:16,page_view,/features
EVT000073,SES00020,USER0005,2024-03-04 08:29:16,view_pricing,/features
EVT000074,SES00021,USER0006,2024-06-22 16:59:54,page_view,/pricing
EVT000075,SES00021,USER0006,2024-06-22 17:01:54,view_pricing,/pricing
EVT000076,SES00021,USER0006,2024-06-22 17:07:54,signup_started,/pricing
EVT000077,SES00021,USER0006,2024-06-22 17:02:54,signup_completed,/pricing
EVT000078,SES00021,USER0006,2024-06-22 17:19:54,purchase_completed,/pricing
EVT000079,SES00022,USER0006,2024-06-14 17:39:02,page_view,/blog
EVT000080,SES00022,USER0006,2024-06-14 17:41:02,view_pricing,/blog
EVT000081,SES00022,USER0006,2024-06-14 17:45:02,signup_started,/blog
EVT000082,SES00022,USER0006,2024-06-14 17:51:02,signup_completed,/blog
EVT000083,SES00022,USER0006,2024-06-14 17:47:02,activation_completed,/blog
EVT000084,SES00022,USER0006,2024-06-14 17:54:02,purchase_completed,/blog
EVT000085,SES00023,USER0006,2024-06-21 14:00:48,page_view,/home
EVT000086,SES00023,USER0006,2024-06-21 14:05:48,view_pricing,/home
EVT000087,SES00023,USER0006,2024-06-21 14:06:48,purchase_completed,/home
EVT000088,SES00024,USER0006,2024-06-11 22:23:56,page_view,/pricing
EVT000089,SES00024,USER0006,2024-06-11 22:28:56,view_pricing,/pricing
EVT000090,SES00024,USER0006,2024-06-11 22:25:56,signup_started,/pricing
EVT000091,SES00024,USER0006,2024-06-11 22:38:56,signup_completed,/pricing
EVT000092,SES00024,USER0006,2024-06-11 22:35:56,purchase_completed,/pricing
EVT000093,SES00025,USER0006,2024-07-06 18:07:56,page_view,/features
EVT000094,SES00025,USER0006,2024-07-06 18:09:56,view_pricing,/features
EVT000095,SES00025,USER0006,2024-07-06 18:13:56,signup_started,/features
EVT000096,SES00025,USER0006,2024-07-06 18:13:56,signup_completed,/features
EVT000097,SES00025,USER0006,2024-07-06 18:19:56,activation_completed,/features
EVT000098,SES00025,USER0006,2024-07-06 18:32:56,purchase_completed,/features
EVT000099,SES00026,USER0007,2024-03-16 15:36:45,page_view,/demo
EVT000100,SES00026,USER0007,2024-03-16 15:41:45,view_pricing,/demo
EVT000101,SES00026,USER0007,2024-03-16 15:38:45,signup_started,/demo
EVT000102,SES00026,USER0007,2024-03-16 15:45:45,signup_completed,/demo
EVT000103,SES00027,USER0007,2024-03-11 16:10:27,page_view,/home
EVT000104,SES00027,USER0007,2024-03-11 16:13:27,view_pricing,/home
EVT000105,SES00027,USER0007,2024-03-11 16:14:27,activation_completed,/home
EVT000106,SES00028,USER0008,2024-10-01 19:10:59,page_view,/pricing
EVT000107,SES00029,USER0008,2024-10-10 14:02:11,page_view,/blog
EVT000108,SES00030,USER0008,2024-09-20 10:51:44,page_view,/blog
EVT000109,SES00031,USER0008,2024-09-19 11:53:58,page_view,/features
EVT000110,SES00031,USER0008,2024-09-19 11:55:58,view_pricing,/features
EVT000111,SES00032,USER0009,2024-02-05 18:33:25,page_view,/features
EVT000112,SES00032,USER0009,2024-02-05 18:35:25,signup_started,/features
EVT000113,SES00032,USER0009,2024-02-05 18:43:25,signup_completed,/features
EVT000114,SES00033,USER0009,2024-02-24 12:03:06,page_view,/blog
EVT000115,SES00033,USER0009,2024-02-24 12:08:06,view_pricing,/blog
EVT000116,SES00033,USER0009,2024-02-24 12:13:06,signup_started,/blog
EVT000117,SES00033,USER0009,2024-02-24 12:06:06,signup_completed,/blog
EVT000118,SES00034,USER0009,2024-02-06 22:37:12,page_view,/home
EVT000119,SES00034,USER0009,2024-02-06 22:39:12,view_pricing,/home
EVT000120,SES00034,USER0009,2024-02-06 22:43:12,signup_started,/home
EVT000121,SES00034,USER0009,2024-02-06 22:49:12,signup_completed,/home
EVT000122,SES00035,USER0010,2025-11-24 13:26:44,page_view,/demo
EVT000123,SES00035,USER0010,2025-11-24 13:31:44,view_pricing,/demo
EVT000124,SES00035,USER0010,2025-11-24 13:36:44,signup_started,/demo
EVT000125,SES00035,USER0010,2025-11-24 13:35:44,signup_completed,/demo
EVT000126,SES00036,USER0010,2025-11-23 16:54:00,page_view,/features
EVT000127,SES00036,USER0010,2025-11-23 16:58:00,view_pricing,/features
EVT000128,SES00036,USER0010,2025-11-23 17:02:00,signup_started,/features
EVT000129,SES00036,USER0010,2025-11-23 17:06:00,signup_completed,/features
EVT000130,SES00036,USER0010,2025-11-23 17:02:00,activation_completed,/features
EVT000131,SES00037,USER0010,2025-11-27 15:51:57,page_view,/signup
EVT000132,SES00037,USER0010,2025-11-27 15:52:57,view_pricing,/signup
EVT000133,SES00037,USER0010,2025-11-27 15:55:57,signup_started,/signup
EVT000134,SES00037,USER0010,2025-11-27 16:00:57,signup_completed,/signup
EVT000135,SES00037,USER0010,2025-11-27 15:59:57,activation_completed,/signup
EVT000136,SES00038,USER0010,2025-12-06 11:10:01,page_view,/pricing
EVT000137,SES00038,USER0010,2025-12-06 11:14:01,signup_started,/pricing
EVT000138,SES00038,USER0010,2025-12-06 11:20:01,signup_completed,/pricing
EVT000139,SES00038,USER0010,2025-12-06 11:16:01,activation_completed,/pricing
EVT000140,SES00039,USER0010,2025-12-03 19:25:31,page_view,/pricing
EVT000141,SES00039,USER0010,2025-12-03 19:29:31,view_pricing,/pricing
EVT000142,SES00039,USER0010,2025-12-03 19:29:31,signup_started,/pricing
EVT000143,SES00039,USER0010,2025-12-03 19:31:31,signup_completed,/pricing
EVT000144,SES00040,USER0010,2025-12-06 19:34:29,page_view,/demo
EVT000145,SES00040,USER0010,2025-12-06 19:39:29,view_pricing,/demo
EVT000146,SES00040,USER0010,2025-12-06 19:44:29,signup_started,/demo
EVT000147,SES00040,USER0010,2025-12-06 19:49:29,signup_completed,/demo
EVT000148,SES00040,USER0010,2025-12-06 19:46:29,activation_completed,/demo
EVT000149,SES00041,USER0011,2025-10-03 22:11:47,page_view,/blog
EVT000150,SES00041,USER0011,2025-10-03 22:14:47,view_pricing,/blog
EVT000151,SES00042,USER0011,2025-10-13 20:34:31,page_view,/features
EVT000152,SES00042,USER0011,2025-10-13 20:36:31,view_pricing,/features
EVT000153,SES00043,USER0011,2025-09-27 13:21:57,page_view,/home
EVT000154,SES00043,USER0011,2025-09-27 13:25:57,view_pricing,/home
EVT000155,SES00044,USER0011,2025-10-11 10:46:13,page_view,/blog
EVT000156,SES00044,USER0011,2025-10-11 10:50:13,view_pricing,/blog
EVT000157,SES00045,USER0011,2025-10-02 08:14:53,page_view,/blog
EVT000158,SES00046,USER0012,2025-12-30 19:48:34,page_view,/pricing
EVT000159,SES00046,USER0012,2025-12-30 19:51:34,view_pricing,/pricing
EVT000160,SES00046,USER0012,2025-12-30 19:56:34,signup_started,/pricing
EVT000161,SES00046,USER0012,2025-12-30 19:54:34,signup_completed,/pricing
EVT000162,SES00046,USER0012,2025-12-30 20:04:34,activation_completed,/pricing
EVT000163,SES00047,USER0012,2026-01-11 10:40:34,page_view,/blog
EVT000164,SES00047,USER0012,2026-01-11 10:42:34,view_pricing,/blog
EVT000165,SES00047,USER0012,2026-01-11 10:48:34,signup_started,/blog
EVT000166,SES00047,USER0012,2026-01-11 10:46:34,signup_completed,/blog
EVT000167,SES00047,USER0012,2026-01-11 10:44:34,activation_completed,/blog
EVT000168,SES00048,USER0012,2025-12-21 14:21:13,page_view,/features
EVT000169,SES00048,USER0012,2025-12-21 14:24:13,view_pricing,/features
EVT000170,SES00048,USER0012,2025-12-21 14:23:13,activation_completed,/features
EVT000171,SES00049,USER0012,2025-12-28 08:48:34,page_view,/features
EVT000172,SES00049,USER0012,2025-12-28 08:49:34,view_pricing,/features
EVT000173,SES00049,USER0012,2025-12-28 08:52:34,signup_started,/features
EVT000174,SES00049,USER0012,2025-12-28 08:54:34,signup_completed,/features
EVT000175,SES00050,USER0013,2025-10-20 12:50:23,page_view,/demo
EVT000176,SES00050,USER0013,2025-10-20 12:52:23,view_pricing,/demo
EVT000177,SES00050,USER0013,2025-10-20 12:56:23,signup_started,/demo
EVT000178,SES00050,USER0013,2025-10-20 12:53:23,signup_completed,/demo
EVT000179,SES00051,USER0013,2025-10-16 09:00:19,page_view,/signup
EVT000180,SES00051,USER0013,2025-10-16 09:01:19,signup_started,/signup
EVT000181,SES00051,USER0013,2025-10-16 09:10:19,signup_completed,/signup
EVT000182,SES00052,USER0013,2025-10-20 21:41:15,page_view,/signup
EVT000183,SES00053,USER0013,2025-10-23 09:51:36,page_view,/features
EVT000184,SES00053,USER0013,2025-10-23 09:56:36,view_pricing,/features
EVT000185,SES00053,USER0013,2025-10-23 09:57:36,signup_started,/features
EVT000186,SES00053,USER0013,2025-10-23 09:54:36,signup_completed,/features
EVT000187,SES00054,USER0014,2025-06-07 10:28:11,page_view,/signup
EVT000188,SES00054,USER0014,2025-06-07 10:32:11,view_pricing,/signup
EVT000189,SES00055,USER0014,2025-05-30 14:53:46,page_view,/features
EVT000190,SES00055,USER0014,2025-05-30 14:54:46,view_pricing,/features
EVT000191,SES00056,USER0014,2025-05-24 22:29:15,page_view,/demo
EVT000192,SES00056,USER0014,2025-05-24 22:32:15,view_pricing,/demo
EVT000193,SES00057,USER0014,2025-05-16 15:55:20,page_view,/blog
EVT000194,SES00057,USER0014,2025-05-16 15:58:20,view_pricing,/blog
EVT000195,SES00058,USER0015,2024-11-06 11:45:30,page_view,/blog
EVT000196,SES00058,USER0015,2024-11-06 11:50:30,signup_started,/blog
EVT000197,SES00058,USER0015,2024-11-06 11:51:30,signup_completed,/blog
EVT000198,SES00058,USER0015,2024-11-06 11:57:30,activation_completed,/blog
EVT000199,SES00058,USER0015,2024-11-06 12:05:30,purchase_completed,/blog
EVT000200,SES00059,USER0015,2024-10-29 13:28:47,page_view,/features
EVT000201,SES00059,USER0015,2024-10-29 13:31:47,view_pricing,/features
EVT000202,SES00059,USER0015,2024-10-29 13:30:47,signup_started,/features
EVT000203,SES00059,USER0015,2024-10-29 13:43:47,signup_completed,/features
EVT000204,SES00059,USER0015,2024-10-29 13:36:47,activation_completed,/features
EVT000205,SES00059,USER0015,2024-10-29 13:38:47,purchase_completed,/features
EVT000206,SES00060,USER0015,2024-10-19 19:31:17,page_view,/demo
EVT000207,SES00060,USER0015,2024-10-19 19:33:17,view_pricing,/demo
EVT000208,SES00060,USER0015,2024-10-19 19:37:17,purchase_completed,/demo
EVT000209,SES00061,USER0015,2024-10-13 19:35:08,page_view,/home
EVT000210,SES00061,USER0015,2024-10-13 19:36:08,signup_started,/home
EVT000211,SES00061,USER0015,2024-10-13 19:37:08,signup_completed,/home
EVT000212,SES00061,USER0015,2024-10-13 19:50:08,activation_completed,/home
EVT000213,SES00061,USER0015,2024-10-13 19:47:08,purchase_completed,/home
EVT000214,SES00062,USER0015,2024-10-28 15:29:21,page_view,/home
EVT000215,SES00062,USER0015,2024-10-28 15:30:21,view_pricing,/home
EVT000216,SES00062,USER0015,2024-10-28 15:39:21,activation_completed,/home
EVT000217,SES00062,USER0015,2024-10-28 15:32:21,purchase_completed,/home
EVT000218,SES00063,USER0016,2024-11-19 15:59:28,page_view,/demo
EVT000219,SES00063,USER0016,2024-11-19 16:00:28,signup_started,/demo
EVT000220,SES00063,USER0016,2024-11-19 16:03:28,signup_completed,/demo
EVT000221,SES00063,USER0016,2024-11-19 16:05:28,activation_completed,/demo
EVT000222,SES00064,USER0016,2024-11-15 18:06:10,page_view,/pricing
EVT000223,SES00064,USER0016,2024-11-15 18:10:10,view_pricing,/pricing
EVT000224,SES00064,USER0016,2024-11-15 18:12:10,signup_started,/pricing
EVT000225,SES00064,USER0016,2024-11-15 18:09:10,signup_completed,/pricing
EVT000226,SES00064,USER0016,2024-11-15 18:14:10,activation_completed,/pricing
EVT000227,SES00065,USER0016,2024-11-16 19:19:44,page_view,/home
EVT000228,SES00065,USER0016,2024-11-16 19:21:44,view_pricing,/home
EVT000229,SES00065,USER0016,2024-11-16 19:27:44,activation_completed,/home
EVT000230,SES00066,USER0016,2024-11-10 16:15:41,page_view,/features
EVT000231,SES00066,USER0016,2024-11-10 16:20:41,signup_started,/features
EVT000232,SES00066,USER0016,2024-11-10 16:25:41,signup_completed,/features
EVT000233,SES00066,USER0016,2024-11-10 16:24:41,activation_completed,/features
EVT000234,SES00067,USER0016,2024-11-21 09:30:44,page_view,/signup
EVT000235,SES00067,USER0016,2024-11-21 09:31:44,view_pricing,/signup
EVT000236,SES00067,USER0016,2024-11-21 09:40:44,signup_started,/signup
EVT000237,SES00067,USER0016,2024-11-21 09:33:44,signup_completed,/signup
EVT000238,SES00067,USER0016,2024-11-21 09:46:44,activation_completed,/signup
EVT000239,SES00068,USER0017,2024-12-14 08:49:43,page_view,/demo
EVT000240,SES00068,USER0017,2024-12-14 08:54:43,view_pricing,/demo
EVT000241,SES00068,USER0017,2024-12-14 08:57:43,signup_started,/demo
EVT000242,SES00068,USER0017,2024-12-14 08:58:43,signup_completed,/demo
EVT000243,SES00069,USER0017,2024-12-01 17:28:40,page_view,/home
EVT000244,SES00069,USER0017,2024-12-01 17:29:40,view_pricing,/home
EVT000245,SES00069,USER0017,2024-12-01 17:32:40,signup_started,/home
EVT000246,SES00069,USER0017,2024-12-01 17:37:40,signup_completed,/home
EVT000247,SES00070,USER0017,2024-12-09 19:32:18,page_view,/demo
EVT000248,SES00070,USER0017,2024-12-09 19:35:18,view_pricing,/demo
EVT000249,SES00070,USER0017,2024-12-09 19:34:18,signup_started,/demo
EVT000250,SES00070,USER0017,2024-12-09 19:44:18,signup_completed,/demo
EVT000251,SES00071,USER0017,2024-12-23 16:53:00,page_view,/blog
EVT000252,SES00071,USER0017,2024-12-23 16:58:00,view_pricing,/blog
EVT000253,SES00071,USER0017,2024-12-23 17:01:00,signup_started,/blog
EVT000254,SES00071,USER0017,2024-12-23 17:05:00,signup_completed,/blog
EVT000255,SES00072,USER0017,2024-12-20 08:14:17,page_view,/pricing
EVT000256,SES00072,USER0017,2024-12-20 08:15:17,signup_started,/pricing
EVT000257,SES00072,USER0017,2024-12-20 08:16:17,signup_completed,/pricing
EVT000258,SES00073,USER0018,2025-09-29 09:42:53,page_view,/blog
EVT000259,SES00073,USER0018,2025-09-29 09:46:53,signup_started,/blog
EVT000260,SES00073,USER0018,2025-09-29 09:50:53,signup_completed,/blog
EVT000261,SES00073,USER0018,2025-09-29 09:48:53,activation_completed,/blog
EVT000262,SES00074,USER0019,2025-08-11 20:55:26,page_view,/demo
EVT000263,SES00074,USER0019,2025-08-11 21:00:26,view_pricing,/demo
EVT000264,SES00074,USER0019,2025-08-11 21:05:26,signup_started,/demo
EVT000265,SES00074,USER0019,2025-08-11 21:07:26,signup_completed,/demo
EVT000266,SES00075,USER0019,2025-08-14 10:29:34,page_view,/features
EVT000267,SES00075,USER0019,2025-08-14 10:33:34,view_pricing,/features
EVT000268,SES00075,USER0019,2025-08-14 10:35:34,signup_started,/features
EVT000269,SES00075,USER0019,2025-08-14 10:35:34,signup_completed,/features
EVT000270,SES00076,USER0019,2025-08-09 11:37:24,page_view,/blog
EVT000271,SES00076,USER0019,2025-08-09 11:41:24,view_pricing,/blog
EVT000272,SES00076,USER0019,2025-08-09 11:41:24,signup_started,/blog
EVT000273,SES00076,USER0019,2025-08-09 11:49:24,signup_completed,/blog
EVT000274,SES00077,USER0020,2024-05-12 16:59:29,page_view,/signup
EVT000275,SES00077,USER0020,2024-05-12 17:00:29,view_pricing,/signup
EVT000276,SES00078,USER0020,2024-05-24 20:17:21,page_view,/signup
EVT000277,SES00078,USER0020,2024-05-24 20:22:21,view_pricing,/signup
EVT000278,SES00079,USER0020,2024-05-21 13:41:45,page_view,/demo
EVT000279,SES00079,USER0020,2024-05-21 13:43:45,view_pricing,/demo
EVT000280,SES00080,USER0020,2024-05-29 18:59:18,page_view,/signup
EVT000281,SES00080,USER0020,2024-05-29 19:00:18,view_pricing,/signup
EVT000282,SES00081,USER0021,2025-04-15 14:37:43,page_view,/pricing
EVT000283,SES00081,USER0021,2025-04-15 14:42:43,view_pricing,/pricing
EVT000284,SES00081,USER0021,2025-04-15 14:41:43,signup_started,/pricing
EVT000285,SES00081,USER0021,2025-04-15 14:43:43,signup_completed,/pricing
EVT000286,SES00081,USER0021,2025-04-15 14:53:43,activation_completed,/pricing
EVT000287,SES00081,USER0021,2025-04-15 14:52:43,purchase_completed,/pricing
EVT000288,SES00082,USER0021,2025-04-13 12:43:00,page_view,/features
EVT000289,SES00082,USER0021,2025-04-13 12:46:00,view_pricing,/features
EVT000290,SES00082,USER0021,2025-04-13 12:51:00,signup_started,/features
EVT000291,SES00082,USER0021,2025-04-13 12:52:00,signup_completed,/features
EVT000292,SES00082,USER0021,2025-04-13 12:59:00,activation_completed,/features
EVT000293,SES00082,USER0021,2025-04-13 12:58:00,purchase_completed,/features
EVT000294,SES00083,USER0022,2024-04-19 17:56:43,page_view,/demo
EVT000295,SES00083,USER0022,2024-04-19 18:01:43,view_pricing,/demo
EVT000296,SES00083,USER0022,2024-04-19 18:02:43,signup_started,/demo
EVT000297,SES00083,USER0022,2024-04-19 18:02:43,signup_completed,/demo
EVT000298,SES00084,USER0022,2024-05-09 11:40:16,page_view,/signup
EVT000299,SES00084,USER0022,2024-05-09 11:41:16,view_pricing,/signup
EVT000300,SES00084,USER0022,2024-05-09 11:50:16,signup_started,/signup
EVT000301,SES00084,USER0022,2024-05-09 11:49:16,signup_completed,/signup
EVT000302,SES00084,USER0022,2024-05-09 11:48:16,activation_completed,/signup
EVT000303,SES00085,USER0022,2024-04-21 22:19:20,page_view,/pricing
EVT000304,SES00085,USER0022,2024-04-21 22:24:20,view_pricing,/pricing
EVT000305,SES00085,USER0022,2024-04-21 22:29:20,signup_started,/pricing
EVT000306,SES00085,USER0022,2024-04-21 22:28:20,signup_completed,/pricing
EVT000307,SES00086,USER0023,2024-10-15 09:30:04,page_view,/pricing
EVT000308,SES00087,USER0023,2024-10-20 21:52:35,page_view,/home
EVT000309,SES00088,USER0023,2024-09-28 16:08:29,page_view,/signup
EVT000310,SES00088,USER0023,2024-09-28 16:13:29,view_pricing,/signup
EVT000311,SES00089,USER0024,2025-02-23 17:15:41,page_view,/signup
EVT000312,SES00089,USER0024,2025-02-23 17:16:41,activation_completed,/signup
EVT000313,SES00090,USER0024,2025-01-29 08:03:19,page_view,/home
EVT000314,SES00090,USER0024,2025-01-29 08:06:19,view_pricing,/home
EVT000315,SES00090,USER0024,2025-01-29 08:13:19,activation_completed,/home
EVT000316,SES00091,USER0024,2025-02-07 17:48:46,page_view,/blog
EVT000317,SES00091,USER0024,2025-02-07 17:49:46,view_pricing,/blog
EVT000318,SES00091,USER0024,2025-02-07 17:54:46,signup_started,/blog
EVT000319,SES00091,USER0024,2025-02-07 17:54:46,signup_completed,/blog
EVT000320,SES00091,USER0024,2025-02-07 18:04:46,activation_completed,/blog
EVT000321,SES00092,USER0025,2024-09-28 21:53:29,page_view,/signup
EVT000322,SES00092,USER0025,2024-09-28 21:55:29,view_pricing,/signup
EVT000323,SES00092,USER0025,2024-09-28 21:57:29,signup_started,/signup
EVT000324,SES00092,USER0025,2024-09-28 22:08:29,signup_completed,/signup
EVT000325,SES00092,USER0025,2024-09-28 22:01:29,purchase_completed,/signup
EVT000326,SES00093,USER0026,2024-08-09 12:55:09,page_view,/demo
EVT000327,SES00093,USER0026,2024-08-09 12:56:09,view_pricing,/demo
EVT000328,SES00094,USER0026,2024-08-30 21:02:08,page_view,/features
EVT000329,SES00095,USER0026,2024-08-27 13:02:11,page_view,/home
EVT000330,SES00095,USER0026,2024-08-27 13:07:11,view_pricing,/home
EVT000331,SES00096,USER0026,2024-08-12 19:05:30,page_view,/features
EVT000332,SES00096,USER0026,2024-08-12 19:09:30,view_pricing,/features
EVT000333,SES00097,USER0026,2024-08-25 11:40:02,page_view,/features
EVT000334,SES00097,USER0026,2024-08-25 11:41:02,view_pricing,/features
EVT000335,SES00098,USER0027,2025-05-07 10:18:39,page_view,/demo
EVT000336,SES00098,USER0027,2025-05-07 10:23:39,view_pricing,/demo
EVT000337,SES00098,USER0027,2025-05-07 10:26:39,signup_started,/demo
EVT000338,SES00098,USER0027,2025-05-07 10:21:39,signup_completed,/demo
EVT000339,SES00098,USER0027,2025-05-07 10:22:39,activation_completed,/demo
EVT000340,SES00098,USER0027,2025-05-07 10:43:39,purchase_completed,/demo
EVT000341,SES00099,USER0027,2025-05-28 21:14:27,page_view,/pricing
EVT000342,SES00099,USER0027,2025-05-28 21:18:27,view_pricing,/pricing
EVT000343,SES00099,USER0027,2025-05-28 21:20:27,signup_started,/pricing
EVT000344,SES00099,USER0027,2025-05-28 21:23:27,signup_completed,/pricing
EVT000345,SES00099,USER0027,2025-05-28 21:26:27,activation_completed,/pricing
EVT000346,SES00099,USER0027,2025-05-28 21:24:27,purchase_completed,/pricing
EVT000347,SES00100,USER0028,2024-04-14 08:38:35,page_view,/features
EVT000348,SES00100,USER0028,2024-04-14 08:41:35,view_pricing,/features
EVT000349,SES00101,USER0028,2024-04-24 18:49:27,page_view,/features
EVT000350,SES00101,USER0028,2024-04-24 18:50:27,view_pricing,/features
EVT000351,SES00102,USER0029,2025-09-01 11:52:27,page_view,/demo
EVT000352,SES00102,USER0029,2025-09-01 11:53:27,view_pricing,/demo
EVT000353,SES00102,USER0029,2025-09-01 11:56:27,signup_started,/demo
EVT000354,SES00102,USER0029,2025-09-01 12:01:27,signup_completed,/demo
EVT000355,SES00102,USER0029,2025-09-01 12:04:27,activation_completed,/demo
EVT000356,SES00103,USER0029,2025-09-12 13:23:00,page_view,/pricing
EVT000357,SES00103,USER0029,2025-09-12 13:24:00,view_pricing,/pricing
EVT000358,SES00103,USER0029,2025-09-12 13:33:00,signup_started,/pricing
EVT000359,SES00103,USER0029,2025-09-12 13:29:00,signup_completed,/pricing
EVT000360,SES00103,USER0029,2025-09-12 13:39:00,activation_completed,/pricing
EVT000361,SES00103,USER0029,2025-09-12 13:43:00,purchase_completed,/pricing
EVT000362,SES00104,USER0029,2025-08-28 13:11:23,page_view,/signup
EVT000363,SES00104,USER0029,2025-08-28 13:13:23,view_pricing,/signup
EVT000364,SES00104,USER0029,2025-08-28 13:21:23,activation_completed,/signup
EVT000365,SES00105,USER0030,2025-04-01 12:44:43,page_view,/blog
